Key	Russian	English
de.firstname.m	Оскар	Oskar
de.firstname.m	Вильфрид	Wilfried
de.firstname.m	Антон	Anton
de.firstname.m	Норберт	Norbert
de.firstname.m	Кристиан	Christian
de.firstname.m	Готфрид	Gottfried
de.firstname.m	Виктор	Victor
de.firstname.m	Фред	Fred
de.firstname.m	Лео	Leo
de.firstname.m	Бодо	Bodo
de.firstname.m	Михаэль	Michael
de.firstname.m	Йонни	Johnny
de.firstname.m	Бертольд	Berthold
de.firstname.m	Ральф	Ralf
de.firstname.m	Якоб	Jakob
de.firstname.m	Алоис	Alois
de.firstname.m	Фердинанд	Ferdinand
de.firstname.m	Альвин	Alwin
de.firstname.m	Йон	John
de.firstname.m	Юлиус	Julius
de.firstname.m	Ян	Jan
de.firstname.f	Урсула	Ursula
de.firstname.f	Ильза	Ilse
de.firstname.f	Хильдегард	Hildegard
de.firstname.f	Герда	Gerda
de.firstname.f	Ингеборг	Ingeborg
de.firstname.f	Ирмгард	Irmgard
de.firstname.f	Хельга	Helga
de.firstname.f	Гертруда	Gertrud
de.firstname.f	Лизелотта	Lieselotte
de.firstname.f	Эдит	Edith
de.firstname.f	Эрика	Erika
de.firstname.f	Эльфрида	Elfriede
de.firstname.f	Гизела	Gisela
de.firstname.f	Элизабет	Elisabeth
de.firstname.f	Рут	Ruth
de.firstname.f	Аннелиза	Anneliese
de.firstname.f	Маргарета	Margarethe
de.firstname.f	Марго	Margot
de.firstname.f	Эрна	Erna
de.firstname.f	Герта	Hertha
de.firstname.f	Мария	Maria
de.firstname.f	Инге	Inge
de.firstname.f	Анна	Anna
de.firstname.f	Кете	Käthe
de.firstname.f	Вальтрауд	Waltraud
de.firstname.f	Ингрид	Ingrid
de.firstname.f	Шарлотта	Charlotte
de.firstname.f	Ева	Eva
de.firstname.f	Марта	Martha
de.firstname.f	Эльза	Else
de.firstname.f	Ирма	Irma
de.firstname.f	Лиза	Lisa
de.firstname.f	Марианна	Marianne
de.firstname.f	Аннамари	Annemarie
de.firstname.f	Фрида	Frieda
de.firstname.f	Ханнелора	Hannelore
de.firstname.f	Карла	Carla
de.firstname.f	Элли	Elli
de.firstname.f	Анни	Anni
de.firstname.f	Хелена	Helene
de.firstname.f	Лотта	Lotte
de.firstname.f	Криста	Christa
de.firstname.f	Кристель	Christel
de.firstname.f	Хедвиг	Hedwig
de.firstname.f	Йоханна	Johanna
de.firstname.f	Луиза	Luise
de.firstname.f	Хильда	Hilde
de.firstname.f	Вильма	Wilma
de.firstname.f	Ирена	Irene
de.firstname.f	Доротея	Dorothea
de.firstname.f	Рената	Renate
de.firstname.f	Анита	Anita
de.firstname.f	Мари	Marie
de.firstname.f	Ингебург	Ingeburg
de.firstname.f	Вера	Vera
de.firstname.f	Роземари	Rosemarie
de.firstname.f	Ютта	Jutta
de.firstname.f	Эльза	Elsa
de.firstname.f	Гретея	Gretea
de.firstname.f	Эмма	Emma
de.firstname.f	Рита	Rita
de.firstname.f	Эллен	Ellen
de.firstname.f	Клара	Klaraa
de.firstname.f	Тея	Thea
de.firstname.f	Марга	Marga
de.firstname.f	Анна	Anne
de.firstname.f	Элла	Ella
de.firstname.f	Эмми	Emmi
de.firstname.f	Ханна	Hannah
de.firstname.f	Лора	Lore
de.firstname.f	Эльсбет	Elsbeth
de.firstname.f	Лидия	Lidia
de.firstname.f	Ольга	Olga
de.firstname.f	Катарина	Katharina
de.firstname.f	Агнес	Agnes
de.firstname.f	Магда	Magda
de.firstname.f	Бригитта	Brigitte
de.firstname.f	Дора	Dora
de.firstname.f	Паула	Paula
de.firstname.f	Элеонора	Eleonore
de.firstname.f	Хильда	Hilda
de.firstname.f	Алиса	Alice
de.firstname.f	Эдельтрауд	Edeltraud
de.firstname.f	Хелла	Hella
de.firstname.f	Берта	Berta
de.firstname.f	Соня	Sonja
de.firstname.f	Магдалена	Magdalena
de.firstname.f	Зигрид	Sigrid
de.firstname.f	Маргарета	Margareta
de.firstname.f	Лили	Lilly
de.firstname.f	Гретхен	Gretchen
de.firstname.f	Роза	Rosa
de.firstname.f	Гертрауд	Gertraud
de.firstname.f	Барбара	Barbara
de.firstname.f	Магдалена	Magdalene
de.firstname.f	Брунхильда	Brunhilde
de.firstname.f	Мета	Meta
de.firstname.f	Валли	Walli
de.firstname.f	Трауте	Traute
de.lastname	Мюллер	Müller
de.lastname	Шмидт	Schmidt
de.lastname	Шнайдер	Schneider
de.lastname	Фишер	Fischer
de.lastname	Майер	Meyer
de.lastname	Вебер	Weber
de.lastname	Вагнер	Wagner
de.lastname	Бекер	Becker
de.lastname	Шульц	Schulz
de.lastname	Хоффман	Hoffmann
de.lastname	Шефер	Schäfer
de.lastname	Кох	Koch
de.lastname	Бауэр	Bauer
de.lastname	Рихтер	Richter
de.lastname	Кляйн	Klein
de.lastname	Шрёдер	Schröder
de.lastname	Вольф	Wolf
de.lastname	Нойман	Neumann
de.lastname	Шварц	Schwarz
de.lastname	Циммерман	Zimmermann
de.lastname	Крюгер	Krüger
de.lastname	Браун	Braun
de.lastname	Хофман	Hofmann
de.lastname	Шмитц	Schmitz
de.lastname	Хартман	Hartmann
de.lastname	Ланге	Lange
de.lastname	Шмитт	Schmitt
de.lastname	Вернер	Werner
de.lastname	Краузе	Krause
de.lastname	Майер	Meier
de.lastname	Шмид	Schmid
de.lastname	Леман	Lehmann
de.lastname	Шульце	Schulze
de.lastname	Майер	Maier
de.lastname	Кёлер	Köhler
de.lastname	Херрман	Herrmann
de.lastname	Вальтер	Walter
de.lastname	Кёртиг	Körtig
de.lastname	Майер	Mayer
de.lastname	Хубер	Huber
de.lastname	Кайзер	Kaiser
de.lastname	Фукс	Fuchs
de.lastname	Петерс	Peters
de.lastname	Мёллер	Möller
de.lastname	Шольц	Scholz
de.lastname	Ланг	Lang
de.lastname	Вайс	Weiß
de.lastname	Юнг	Jung
de.lastname	Хан	Hahn
de.lastname	Фогель	Vogel
de.lastname	Фридрих	Friedrich
de.lastname	Гюнтер	Günther
de.lastname	Келлер	Keller
de.lastname	Шуберт	Schubert
de.lastname	Бергер	Berger
de.lastname	Франк	Frank
de.lastname	Рот	Roth
de.lastname	Бек	Beck
de.lastname	Винклер	Winkler
de.lastname	Лоренц	Lorenz
de.lastname	Бауман	Baumann
de.lastname	Альбрехт	Albrecht
de.lastname	Людвиг	Ludwig
de.lastname	Франке	Franke
de.lastname	Зимон	Simon
de.lastname	Бём	Böhm
de.lastname	Шустер	Schuster
de.lastname	Шумахер	Schumacher
de.lastname	Краус	Kraus
de.lastname	Винтер	Winter
de.lastname	Отто	Otto
de.lastname	Кремер	Krämer
de.lastname	Штайн	Stein
de.lastname	Фогт	Vogt
de.lastname	Мартин	Martin
de.lastname	Егер	Jäger
de.lastname	Грос	Groß
de.lastname	Зоммер	Sommer
de.lastname	Брандт	Brandt
de.lastname	Хаас	Haas
de.lastname	Генрих	Heinrich
de.lastname	Зайдель	Seidel
de.lastname	Шрайбер	Schreiber
de.lastname	Шульте	Schulte
de.lastname	Граф	Graf
de.lastname	Дитрих	Dietrich
de.lastname	Циглер	Ziegler
de.lastname	Энгель	Engel
de.lastname	Кюн	Kühn
de.lastname	Кун	Kuhn
de.lastname	Поль	Pohl
de.lastname	Хорн	Horn
de.lastname	Томас	Thomas
de.lastname	Буш	Busch
de.lastname	Вольф	Wolff
de.lastname	Зауэр	Sauer
de.lastname	Бергман	Bergmann
de.lastname	Пфайффер	Pfeiffer
de.lastname	Фойгт	Voigt
de.lastname	Эрнст	Ernst
pl.adj.eth	Польский	Polish
pl.noun.sing.m	Поляк	Pole
pl.noun.sing.f	Полька	Pole
pl.noun.pl	Поляки	Poles
pl.firstname.m	Якуб	Jakub
pl.firstname.m	Антоний	Antoni
pl.firstname.m	Шимон	Szymon
pl.firstname.m	Ян	Jan
pl.firstname.m	Филип	Filip
pl.firstname.m	Кацпер	Kacper
pl.firstname.m	Александр	Aleksander
pl.firstname.m	Франтишек	Franciszek
pl.firstname.m	Миколай	Mikołaj
pl.firstname.m	Войцех	Wojciech
pl.firstname.m	Адам	Adam
pl.firstname.m	Михал	Michał
pl.firstname.m	Виктор	Wiktor
pl.firstname.m	Пётр	Piotr
pl.firstname.m	Игорь	Igor
pl.firstname.m	Матеуш	Mateusz
pl.firstname.m	Бартош	Bartosz
pl.firstname.m	Станислав	Stanisław
pl.firstname.m	Никодем	Nikodem
pl.firstname.m	Давид	Dawid
pl.firstname.m	Милош	Miłosz
pl.firstname.m	Максимилиан	Maksymilian
pl.firstname.m	Кароль	Karol
pl.firstname.m	Оскар	Oskar
pl.firstname.m	Мацей	Maciej
pl.firstname.m	Томаш	Tomasz
pl.firstname.m	Натан	Natan
pl.firstname.m	Кшиштоф	Krzysztof
pl.firstname.m	Фабиан	Fabian
pl.firstname.m	Хуберт	Hubert
pl.firstname.m	Павел	Paweł
pl.firstname.m	Игнаций	Ignacy
pl.firstname.m	Юлиан	Julian
pl.firstname.m	Камиль	Kamil
pl.firstname.m	Габриэль	Gabriel
pl.firstname.m	Бартоломей	Bartłomiej
pl.firstname.m	Ксаверий	Ksawery
pl.firstname.m	Себастиан	Sebastian
pl.firstname.m	Адриан	Adrian
pl.firstname.m	Олаф	Olaf
pl.firstname.m	Лукаш	Łukasz
pl.firstname.m	Блажей	Błażej
pl.firstname.m	Марчин	Marcin
pl.firstname.m	Куба	Kuba
pl.firstname.m	Артур	Artur
pl.firstname.m	Гжегош	Grzegorz
pl.firstname.m	Дамиан	Damian
pl.firstname.m	Пшемыслав	Przemysław
pl.firstname.m	Рафаль	Rafał
pl.firstname.m	Тобиаш	Tobiasz
pl.firstname.m	Конрад	Konrad
pl.firstname.m	Эмиль	Emil
pl.firstname.m	Радослав	Radosław
pl.firstname.m	Натаниэль	Nataniel
pl.firstname.m	Марек	Marek
pl.firstname.m	Роберт	Robert
pl.firstname.m	Витольд	Witold
pl.firstname.m	Тадеуш	Tadeusz
pl.firstname.m	Ежи	Jerzy
pl.firstname.m	Мешко	Mieszko
pl.firstname.m	Анджей	Andrzej
pl.firstname.m	Ришард	Ryszard
pl.firstname.m	Яцек	Jacek
pl.firstname.m	Леонард	Leonard
pl.firstname.m	Констанций	Konstanty
pl.firstname.m	Юзеф	Józef
pl.firstname.m	Феликс	Feliks
pl.firstname.m	Хенрик	Henryk
pl.firstname.m	Теодор	Teodor
pl.firstname.m	Циприан	Cyprian
pl.firstname.m	Дариуш	Dariusz
pl.firstname.m	Эрнест	Ernest
pl.firstname.m	Флориан	Florian
pl.firstname.m	Людвик	Ludwik
pl.firstname.m	Мариуш	Mariusz
pl.firstname.m	Люциан	Lucjan
pl.firstname.m	Фридерик	Fryderyk
pl.firstname.m	Владислав	Władysław
pl.firstname.m	Щепан	Szczepan
pl.firstname.m	Николас	Nicolas
pl.firstname.m	Сильвестер	Sylwester
pl.firstname.m	Славомир	Sławomir
pl.firstname.m	Збигнев	Zbigniew
pl.firstname.m	Олег	Oleg
pl.firstname.m	Ярослав	Jarosław
pl.firstname.m	Николас	Nikolas
pl.firstname.m	Януш	Janusz
pl.firstname.m	Бенджамин	Benjamin
pl.firstname.m	Роман	Roman
pl.firstname.m	Корнелиуш	Korneliusz
pl.firstname.m	Болеслав	Bolesław
pl.firstname.m	Оскар	Oscar
pl.firstname.m	Лешек	Leszek
pl.firstname.m	Максимилиан	Maxymilian
pl.firstname.m	Бронислав	Bronisław
pl.firstname.m	Мартин	Martin
pl.firstname.m	Зигмунт	Zygmunt
pl.firstname.m	Винцентий	Wincenty
pl.firstname.m	Натаниэль	Nathaniel
pl.firstname.m	Земовит	Ziemowit
pl.firstname.m	Леопольд	Leopold
pl.firstname.m	Виктор	Viktor
pl.firstname.m	Богумил	Bogumił
pl.firstname.m	Клеменс	Klemens
pl.firstname.m	Мариан	Marian
pl.firstname.m	Элиаш	Eliasz
pl.firstname.m	Винцент	Wincent
pl.firstname.m	Иренеуш	Ireneusz
pl.firstname.m	Вавжинец	Wawrzyniec
pl.firstname.m	Анатоль	Anatol
pl.firstname.m	Чеслав	Czesław
pl.firstname.m	Эрвин	Erwin
pl.firstname.m	Феликс	Felix
pl.firstname.m	Клаудиуш	Klaudiusz
pl.firstname.m	Мирослав	Mirosław
pl.firstname.f	Аполония	Apolonia
pl.firstname.f	Хелена	Helena
pl.firstname.f	Валериана	Waleriana
pl.firstname.f	Глория	Gloria
pl.firstname.f	Грациана	Gracjana
pl.firstname.f	Анастасия	Anastazja
pl.firstname.f	Рита	Rita
pl.firstname.f	Гизела	Gizela
pl.firstname.f	Мариана	Mariana
pl.firstname.f	Марцианна	Marcjanna
pl.firstname.f	Матильда	Matylda
pl.firstname.f	Клементина	Klementyna
pl.firstname.f	Люция	Łucja
pl.firstname.f	Ирена	Irena
pl.firstname.f	Юзефина	Józefina
pl.firstname.f	Эмилия	Emilia
pl.firstname.f	Богумила	Bogumiła
pl.firstname.f	Барбара	Barbara
pl.firstname.f	Ванда	Wanda
pl.firstname.f	Эрика	Erika
pl.firstname.f	Эулалия	Eulalia
pl.firstname.f	Доброслава	Dobrosława
pl.firstname.f	Добромила	Dobromiła
pl.firstname.f	Чеслава	Czesława
pl.firstname.f	Бригида	Brygida
pl.firstname.f	Ядвига	Jadwiga
pl.firstname.f	Мария	Maria
pl.firstname.f	Эльжбета	Elżbieta
pl.firstname.f	Людмила	Ludmiła
pl.firstname.f	Хелена	Helena
pl.firstname.f	Зузанна	Zuzanna
pl.firstname.f	Доната	Donata
pl.firstname.f	Клаудина	Klaudyna
pl.firstname.f	Аниэла	Aniela
pl.firstname.f	Антонина	Antonina
pl.firstname.f	Тереза	Teresa
pl.firstname.f	Халина	Halina
pl.firstname.f	Данута	Danuta
pl.firstname.f	Александра	Aleksandra
pl.firstname.f	Вероника	Weronika
pl.firstname.f	Катажина	Katarzyna
pl.firstname.f	Магдалена	Magdalena
pl.firstname.f	Малгожата	Małgorzata
pl.firstname.f	Эва	Ewa
pl.firstname.f	Ружа	Róża
pl.firstname.f	Доминика	Dominika
pl.firstname.f	Агнешка	Agnieszka
pl.firstname.f	Моника	Monika
pl.firstname.f	Юстина	Justyna
pl.firstname.f	Марта	Marta
pl.firstname.f	Аполония	Apolonia
pl.firstname.f	Констанция	Konstancja
pl.firstname.f	Кристина	Krystyna
pl.firstname.f	Юдита	Judyta
pl.firstname.f	Фаустина	Faustyna
pl.firstname.f	Магда	Magda
pl.firstname.f	Эдита	Edyta
pl.firstname.f	Халина	Halina
pl.firstname.f	Юзефина	Józefina
pl.firstname.f	Гражина	Grażyna
pl.firstname.f	Станислава	Stanisława
pl.firstname.f	Божена	Bożena
pl.firstname.f	Людвика	Ludwika
pl.firstname.f	Зося	Zosia
pl.firstname.f	Богуслава	Bogusława
pl.firstname.f	Юзефа	Józefa
pl.firstname.f	Мирослава	Mirosława
pl.lastname	Новак	Nowak
pl.lastname	Ковальски	Kowalski
pl.lastname	Вишневски	Wiśniewski
pl.lastname	Вуйчик	Wójcik
pl.lastname	Ковальчик	Kowalczyk
pl.lastname	Каминьски	Kamiński
pl.lastname	Левандовски	Lewandowski
pl.lastname	Зелиньски	Zieliński
pl.lastname	Шиманьски	Szymański
pl.lastname	Возняк	Woźniak
pl.lastname	Домбровски	Dąbrowski
pl.lastname	Козловски	Kozłowski
pl.lastname	Янковски	Jankowski
pl.lastname	Мазур	Mazur
pl.lastname	Войцеховски	Wojciechowski
pl.lastname	Квятковски	Kwiatkowski
pl.lastname	Кравчик	Krawczyk
pl.lastname	Качмарек	Kaczmarek
pl.lastname	Петровски	Piotrowski
pl.lastname	Грабовски	Grabowski
pl.lastname	Заяц	Zając
pl.lastname	Павловски	Pawłowski
pl.lastname	Михальски	Michalski
pl.lastname	Круль	Król
pl.lastname	Яблоньски	Jabłoński
pl.lastname	Врубель	Wróbel
pl.lastname	Вечорек	Wieczorek
pl.lastname	Новаковски	Nowakowski
pl.lastname	Маевски	Majewski
pl.lastname	Ольшевски	Olszewski
pl.lastname	Степень	Stępień
pl.lastname	Яворски	Jaworski
pl.lastname	Малиновски	Malinowski
pl.lastname	Дудек	Dudek
pl.lastname	Адамчик	Adamczyk
pl.lastname	Павляк	Pawlak
pl.lastname	Гурски	Górski
pl.lastname	Новицки	Nowicki
pl.lastname	Сикора	Sikora
pl.lastname	Вальчак	Walczak
pl.lastname	Витковски	Witkowski
pl.lastname	Баран	Baran
pl.lastname	Рутковски	Rutkowski
pl.lastname	Михалак	Michalak
pl.lastname	Шевчик	Szewczyk
pl.lastname	Островски	Ostrowski
pl.lastname	Томашевски	Tomaszewski
pl.lastname	Петжак	Pietrzak
pl.lastname	Врублевски	Wróblewski
pl.lastname	Боровски	Borowski
pl.lastname	Зубек	Zubek
ru.adj.eth	Русский	Russian
ru.noun.sing.m	Русский	Russian
ru.noun.sing.f	Русская	Russian
ru.noun.pl	Русские	Russians
ru.firstname.m	Александр	Aleksandr
ru.firstname.m	Алексей	Alexei
ru.firstname.m	Анатолий	Anatoly
ru.firstname.m	Андрей	Andrei
ru.firstname.m	Аркадий	Arkady
ru.firstname.m	Афанасий	Afanasy
ru.firstname.m	Борис	Boris
ru.firstname.m	Вадим	Vadim
ru.firstname.m	Валентин	Valentin
ru.firstname.m	Валерий	Valery
ru.firstname.m	Василий	Vasily
ru.firstname.m	Виктор	Viktor
ru.firstname.m	Виталий	Vitaly
ru.firstname.m	Владимир	Vladimir
ru.firstname.m	Владислав	Vladislav
ru.firstname.m	Вячеслав	Vyacheslav
ru.firstname.m	Геннадий	Gennady
ru.firstname.m	Григорий	Grigory
ru.firstname.m	Давид	David
ru.firstname.m	Дмитрий	Dmitry
ru.firstname.m	Евгений	Evgeny
ru.firstname.m	Егор	Yegor
ru.firstname.m	Иван	Ivan
ru.firstname.m	Игорь	Igor
ru.firstname.m	Илья	Ilia
ru.firstname.m	Иосиф	Iosif
ru.firstname.m	Игнатий	Ignaty
ru.firstname.m	Кирилл	Kirill
ru.firstname.m	Константин	Konstantin
ru.firstname.m	Лев	Lev
ru.firstname.m	Леонид	Leonid
ru.firstname.m	Максим	Maxim
ru.firstname.m	Михаил	Mikhail
ru.firstname.m	Никита	Nikita
ru.firstname.m	Николай	Nikolay
ru.firstname.m	Олег	Oleg
ru.firstname.m	Павел	Pavel
ru.firstname.m	Пётр	Pyotr
ru.firstname.m	Роман	Roman
ru.firstname.m	Семён	Semyon
ru.firstname.m	Сергей	Sergei
ru.firstname.m	Степан	Stepan
ru.firstname.m	Тимофей	Timofei
ru.firstname.m	Юрий	Yuri
ru.firstname.m	Яков	Yakov
ru.firstname.m	Юлиан	Yulian
ru.firstname.m	Антон	Anton
ru.firstname.m	Гавриил	Gavriil
ru.firstname.m	Георгий	Georgy
ru.firstname.m	Даниил	Daniil
ru.firstname.m	Матвей	Matvei
ru.firstname.m	Руслан	Ruslan
ru.firstname.m	Ярослав	Yaroslav
ru.firstname.f	Александра	Aleksandra
ru.firstname.f	Алина	Alina
ru.firstname.f	Анастасия	Anastasiya
ru.firstname.f	Анна	Anna
ru.firstname.f	Валерия	Valeriya
ru.firstname.f	Варвара	Varvara
ru.firstname.f	Вероника	Veronika
ru.firstname.f	Валентина	Valentina
ru.firstname.f	Виктория	Viktoriya
ru.firstname.f	Галина	Galina
ru.firstname.f	Диана	Diana
ru.firstname.f	Екатерина	Ekaterina
ru.firstname.f	Елена	Elena
ru.firstname.f	Елизавета	Elizaveta
ru.firstname.f	Евгения	Evgeniya
ru.firstname.f	Ева	Eva
ru.firstname.f	Зоя	Zoya
ru.firstname.f	Злата	Zlata
ru.firstname.f	Инга 	Inga 
ru.firstname.f	Инна	Inna
ru.firstname.f	Ирина	Irina
ru.firstname.f	Изабелла	Izabella
ru.firstname.f	Клара	Klara
ru.firstname.f	Клавдия	Klavdiya
ru.firstname.f	Ксения	Kseniya
ru.firstname.f	Лариса	Larisa
ru.firstname.f	Лидия	Lidiya
ru.firstname.f	Лилия	Lilya
ru.firstname.f	Людмила	Ludmila
ru.firstname.f	Майя	Maya
ru.firstname.f	Марта	Marta
ru.firstname.f	Марина	Marina
ru.firstname.f	Мария	Mariya
ru.firstname.f	Надежда	Nadezhda
ru.firstname.f	Наталья	Natalya
ru.firstname.f	Нина	Nina
ru.firstname.f	Ника	Nika
ru.firstname.f	Оксана	Oksana
ru.firstname.f	Ольга	Olga
ru.firstname.f	Олеся	Olesya
ru.firstname.f	Полина	Polina
ru.firstname.f	Раиса	Raisa
ru.firstname.f	Рада	Rada
ru.firstname.f	Розалина	Rozalina
ru.firstname.f	Рената	Renata
ru.firstname.f	Светлана	Svetlana
ru.firstname.f	София	Sofia
ru.firstname.f	Тамара	Tamara
ru.firstname.f	Татьяна	Tatyana
ru.firstname.f	Эмма	Emma
ru.firstname.f	Эмилия	Emilia
ru.firstname.f	Яна	Yana
ru.firstname.f	Юлия	Yuliya
ru.lastname	Иваненко	Ivanov
ru.lastname	Смирнюк	Smirnov
ru.lastname	Васильчук	Vasilev
ru.lastname	Петренко	Petrov
ru.lastname	Кузнец	Kyznetsov
ru.lastname	Федоренко	Federov
ru.lastname	Михаленко	Mikhailov
ru.lastname	Соболь	Sokolov
ru.lastname	Павленко	Pavlov
ru.lastname	Семенюк	Semenov
ru.lastname	Степаненко	Stepanov
ru.lastname	Долгих	Egorov
ru.lastname	Николенко	Nikolaev
ru.lastname	Козлович	Kozlov
ru.lastname	Попович	Popov
ru.lastname	Лебедь	Lebedev
ru.lastname	Яковенко	Yakovlev
ru.lastname	Борзых	Volkov
ru.lastname	Григорович	Grigorev
ru.lastname	Мороз	Morozov
ru.lastname	Безус	Novikov
ru.lastname	Черных	Nikitin
ru.lastname	Дмитриенко	Dmitriev
ru.lastname	Кулик	Kuzmin
ru.lastname	Погребняк	Aleksandrov
ru.lastname	Жук	Bogdanov
ru.lastname	Круг	Vorobev
ru.lastname	Белых	Belov
ru.lastname	Король	Baranov
ru.lastname	Филиппенко	Filippov
ru.lastname	Скалозуб	Timofeev
ru.lastname	Седых	Efimov
ru.lastname	Борисюк	Borisov
ru.lastname	Полищук	Ilin
ru.lastname	Онищенко	Kiselev
ru.lastname	Шульга	Frolov
ru.lastname	Белоконь	Sorokin
ru.lastname	Голуб	Golubev
ru.lastname	Ткачук	Polykov
ru.lastname	Осипенко	Osipov
ru.lastname	Коваль	Kovalev
ru.lastname	Гробарь	Tarasov
ru.lastname	Бондарь	Belyaev
ru.lastname	Молокович	Gerasimov
ru.lastname	Кириченко	Mironov
ru.lastname	Абрамович	Abramstov
ru.lastname	Бернштейн	Melnikov
ru.lastname	Тимошенко	Titov
ru.lastname	Шевченко	Vlasov
ru.lastname	Коваленко	Kovalenko
ru.lastname	Карапетян	Karpov
ir.adj.eth	Ирландский	Irish
ir.noun.sing.m	Ирландец	Irish
ir.noun.sing.f	Ирландка	Irish
ir.noun.pl	Ирландцы	Irish
ir.firstname.m	Джон	John
ir.firstname.m	Патрик	Patrick
ir.firstname.m	Джеймс	James
ir.firstname.m	Майкл	Michael
ir.firstname.m	Томас	Thomas
ir.firstname.m	Уильям	William
ir.firstname.m	Джозеф	Joseph
ir.firstname.m	Эдвард	Edward
ir.firstname.m	Дэниел	Daniel
ir.firstname.m	Питер	Peter
ir.firstname.m	Мартин	Martin
ir.firstname.m	Дэнис	Denis
ir.firstname.m	Ричард	Richard
ir.firstname.m	Тимоти	Timothy
ir.firstname.m	Фрэнсис	Francis
ir.firstname.m	Роберт	Robert
ir.firstname.m	Джордж	George
ir.firstname.m	Чарльз	Charles
ir.firstname.m	Иеремия	Jeremiah
ir.firstname.m	Бернард	Bernard
ir.firstname.m	Хью	Hugh
ir.firstname.m	Эндрю	Andrew
ir.firstname.m	Пэт	Pat
ir.firstname.m	Генри	Henry
ir.firstname.m	Кристофер	Christopher
ir.firstname.m	Дэвид	David
ir.firstname.m	Оуэн	Owen
ir.firstname.m	Корнелиус	Cornelius
ir.firstname.m	Морис	Maurice
ir.firstname.m	Филип	Philip
ir.firstname.m	Эдмонд	Edmond
ir.firstname.m	Стивен	Stephen
ir.firstname.m	Мэттью	Matthew
ir.firstname.m	Михол	Micheál
ir.firstname.m	Лоренс	Laurence
ir.firstname.m	Энтони	Anthony
ir.firstname.m	Николас	Nicholas
ir.firstname.m	Мэтью	Mathew
ir.firstname.m	Джон-Джозеф	John Joseph
ir.firstname.m	Самюэль	Samuel
ir.firstname.f	Мэри	Mary
ir.firstname.f	Бриджет	Bridget
ir.firstname.f	Маргарет	Margaret
ir.firstname.f	Эллен	Ellen
ir.firstname.f	Катерина	Catherine
ir.firstname.f	Кейт	Kate
ir.firstname.f	Энни	Annie
ir.firstname.f	Энн	Anne
ir.firstname.f	Элизабет	Elizabeth
ir.firstname.f	Мэгги	Maggie
ir.firstname.f	Джулия	Julia
ir.firstname.f	Сара	Sarah
ir.firstname.f	Мэри-Энн	Mary Anne
ir.firstname.f	Лиззи	Lizzie
ir.firstname.f	Кэти	Katie
ir.firstname.f	Джейн	Jane
ir.firstname.f	Ханна	Hannah
ir.firstname.f	Джоанна	Johanna
ir.firstname.f	Нора	Norah
ir.firstname.f	Катлин	Kathleen
ir.firstname.f	Нора	Nora
ir.firstname.f	Элис	Alice
ir.firstname.f	Мария	Maria
ir.firstname.f	Роуз	Rose
ir.firstname.f	Элиза	Eliza
ir.firstname.f	Маргрет	Margret
ir.firstname.f	Элли	Ellie
ir.firstname.f	Мэри-Эллен	Mary Ellen
ir.firstname.f	Агнес	Agnes
ir.firstname.f	Сьюзан	Susan
ir.firstname.f	Тереза	Teresa
ir.firstname.f	Делия	Delia
ir.firstname.f	Мэри-Кейт	Mary Kate
ir.firstname.f	Мэри-Джейн	Mary Jane
ir.firstname.f	Кристина	Christina
ir.firstname.f	Джозефина	Josephine
ir.firstname.f	Нелли	Nellie
ir.firstname.f	Мэри-Энн	Mary Ann
ir.firstname.f	Уинифред	Winifred
ir.lastname	Мёрфи	Murphy
ir.lastname	Келли	Kelly
ir.lastname	О’Салливан	O'Sullivan
ir.lastname	Уолш	Walsh
ir.lastname	О’Брайен	O'Brien
ir.lastname	Бёрн	Byrne
ir.lastname	Райан	Ryan
ir.lastname	О’Коннор	O'Connor
ir.lastname	О’Нил	O'Neill
ir.lastname	О’Райли	O'Reilly
ir.lastname	Дойл	Doyle
ir.lastname	Маккарти	McCarthy
ir.lastname	Галлахер	Gallagher
ir.lastname	О’Доэрти	O'Doherty
ir.lastname	Кеннеди	Kennedy
ir.lastname	Линч	Lynch
ir.lastname	Куинн	Quinn
ir.lastname	Мур	Moore
ir.lastname	Маклафлин	McLoughlin
ir.lastname	О’Кэрролл	O'Carroll
ir.lastname	Коннолли	Connolly
ir.lastname	Дойл	Doyle
ir.lastname	Дэли	Daly
ir.lastname	О’Коннелл	O'Connell
ir.lastname	Бреннан	Brennan
ir.lastname	Данн	Dunne
ir.lastname	Бёрк	Burke
ir.lastname	Коллинс	Collins
ir.lastname	Кэмпбелл	Campbell
ir.lastname	Кларк	Clarke
ir.lastname	Хьюз	Hughes
ir.lastname	О’Фаррелл	O'Farrell
ir.lastname	Фицджеральд	Fitzgerald
ir.lastname	Магуайр	Maguire
ir.lastname	Нолан	Nolan
ir.lastname	Флинн	Flynn
ir.lastname	О’Каллахан	O'Callaghan
ir.lastname	О’Доннелл	O'Donnell
ir.lastname	Даффи	Duffy
ir.lastname	Бойл	Boyle
ir.lastname	Хили	Healy
ir.lastname	О’Ши	O'Shea
ir.lastname	Фоули	Foley
ir.lastname	Фицпатрик	Fitzpatrick
ir.lastname	Реган	Regan
ir.lastname	Флэнаган	Flanagan
ir.lastname	Гриффин	Griffin
ir.lastname	Шихан	Sheehan
ir.lastname	Кин	Keane
ir.lastname	О’Киф	O'Keefe
ir.lastname	О’Рурк	O'Rourke
ir.lastname	Каннингем	Cunningham
