KEY	VALUE	COMMENTS
__id	en
convo.rail-storage-shipment-sparkling-cider	Sparkling cider
convo.rail-storage-shipment-fake-beer	Backroom beer
convo.rail-storage-shipment-fake-wine	Counterfeit wine
convo.rail-storage-shipment-home-brew-npc	Homemade beer is cheap, but volume talks. How much can you push through storage?
convo.rail-storage-shipment-cider-npc	Hard cider travels clean if the paperwork looks boring. How large is the order?
convo.rail-storage-shipment-brick-wine-npc	Brick wine moves well by rail when there is enough of it. What size shipment do you want?
convo.rail-storage-shipment-moonshine-npc	Moonshine buyers pay better, but they expect a serious lot. Pick the rail order.
convo.rail-storage-shipment-bathtub-gin-npc	Bathtub gin is worth the trouble if the shipment is large enough. What do we load?
convo.rail-storage-shipment-sparkling-cider-npc	Sparkling cider has buyers past the city limits. Choose the order size.
convo.rail-storage-shipment-fake-beer-npc	Backroom beer can fill a car fast. How much are we routing out?
convo.rail-storage-shipment-fake-wine-npc	Counterfeit wine needs careful handling and pays for it. Pick the shipment size.
convo.rail-storage-shipment-short-15k	Short Rail Order
convo.rail-storage-shipment-short-15k.mo	Deliver the required stock for $15,000 at the safehouse.
convo.rail-storage-shipment-full-30k	Full Railcar
convo.rail-storage-shipment-full-30k.mo	Deliver the required stock for $30,000 at the safehouse.
convo.rail-storage-shipment-long-60k	Long Train Order
convo.rail-storage-shipment-long-60k.mo	Deliver the required stock for $60,000 at the safehouse.
convo.rail-storage-shipment-short-30k	Short Rail Order
convo.rail-storage-shipment-short-30k.mo	Deliver the required stock for $30,000 at the safehouse.
convo.rail-storage-shipment-full-60k	Full Railcar
convo.rail-storage-shipment-full-60k.mo	Deliver the required stock for $60,000 at the safehouse.
convo.rail-storage-shipment-long-120k	Long Train Order
convo.rail-storage-shipment-long-120k.mo	Deliver the required stock for $120,000 at the safehouse.

quest.rail-liquor.desc	A rail buyer is ready to move a large liquor shipment out of town through your storage network.
quest.rail-liquor.npc1	I can put this on a train, but it needs enough stock to justify the risk.
quest.rail-liquor.human1	I've got storage space and a station in my territory. What does the buyer need?
quest.rail-liquor.npc2	Bring the full lot here and the cash will be waiting after it clears the yard.
quest.rail-liquor.human2	I'll get the stock moved through storage.
quest.rail-liquor.introending	The rail line is quiet, and quiet is profitable.
quest.rail-liquor.beforechoice	The shipment cleared the yard. The buyer paid on time.
quest.rail-liquor.repeat	Line up the same shipment again.
quest.rail-liquor.cash-out	Pay us and close this order.
quest.rail-liquor.afterchoice	The rail yard will be ready when the next lot comes through.
quest.rail-liquor-home-brew-short.name	Rail Shipment: Homemade Beer, Short Rail Order
quest.rail-liquor-home-brew-full.name	Rail Shipment: Homemade Beer, Full Railcar
quest.rail-liquor-home-brew-long.name	Rail Shipment: Homemade Beer, Long Train Order
quest.rail-liquor-cider-short.name	Rail Shipment: Hard Cider, Short Rail Order
quest.rail-liquor-cider-full.name	Rail Shipment: Hard Cider, Full Railcar
quest.rail-liquor-cider-long.name	Rail Shipment: Hard Cider, Long Train Order
quest.rail-liquor-brick-wine-short.name	Rail Shipment: Brick Wine, Short Rail Order
quest.rail-liquor-brick-wine-full.name	Rail Shipment: Brick Wine, Full Railcar
quest.rail-liquor-brick-wine-long.name	Rail Shipment: Brick Wine, Long Train Order
quest.rail-liquor-moonshine-short.name	Rail Shipment: Moonshine, Short Rail Order
quest.rail-liquor-moonshine-full.name	Rail Shipment: Moonshine, Full Railcar
quest.rail-liquor-moonshine-long.name	Rail Shipment: Moonshine, Long Train Order
quest.rail-liquor-bathtub-gin-short.name	Rail Shipment: Bathtub Gin, Short Rail Order
quest.rail-liquor-bathtub-gin-full.name	Rail Shipment: Bathtub Gin, Full Railcar
quest.rail-liquor-bathtub-gin-long.name	Rail Shipment: Bathtub Gin, Long Train Order
quest.rail-liquor-sparkling-cider-short.name	Rail Shipment: Sparkling Cider, Short Rail Order
quest.rail-liquor-sparkling-cider-full.name	Rail Shipment: Sparkling Cider, Full Railcar
quest.rail-liquor-sparkling-cider-long.name	Rail Shipment: Sparkling Cider, Long Train Order
quest.rail-liquor-fake-beer-short.name	Rail Shipment: Backroom Beer, Short Rail Order
quest.rail-liquor-fake-beer-full.name	Rail Shipment: Backroom Beer, Full Railcar
quest.rail-liquor-fake-beer-long.name	Rail Shipment: Backroom Beer, Long Train Order
quest.rail-liquor-fake-wine-short.name	Rail Shipment: Counterfeit Wine, Short Rail Order
quest.rail-liquor-fake-wine-full.name	Rail Shipment: Counterfeit Wine, Full Railcar
quest.rail-liquor-fake-wine-long.name	Rail Shipment: Counterfeit Wine, Long Train Order

	;; city specific convos

	;; quest for gatsby's

convo.counterfeit-access	Say I have some bundles of counterfeit cash in one of my warehouses. I could use someone to help me get rid of it.
convo.counterfeit-access-npc	Well that's a huge favor. I can see if the other shops can help but we won't be able to launder too much without the locals and cops noticing it's us. So keep it to a minimum of $1500.
convo.counterfeit-access-accept	Agreed. This investment will be good for both of us. I'll be back next month if I have some more cash I can launder.
convo.counterfeit-access-pass	Nevermind.. Maybe another time we can do business.

convo.transit-startaccess	I'm looking for the nearest train or taxi ? If you can point me in the right direction it'll be very helpful.
convo.transit-startaccess-npc	Sure you can catch a ride right here pal
convo.transit-startaccess-accept	Thanks
convo.transit-startaccess-pass	Nevermind.. Maybe another time I'll catch a fare here.

convo.schoolstart-access	We should start backing this school the right way. Keep me in the loop and I'll keep some money moving through here.
convo.schoolstart-access-npc	That sort of backing keeps the lights on. If you stay steady with us, we'll make sure the neighborhood remembers it.
convo.schoolstart-access-accept	(Pledge $875 in dirty cash to establish support with this school)
convo.schoolstart-access-pass	Nevermind.. Maybe another time we can do business.

convo.schoolstart2-access	How did the last round of support pay off for us?
convo.schoolstart2-access-npc	The school board keeps talking up your help. There's a little money and goodwill to collect if you want it.
convo.schoolstart2-access-accept	(Collect $4 from your school support and open a short recruiting window)
convo.schoolstart2-access-pass	Nevermind.. Maybe another time we can do business.

convo.schoolstart3-access	See if any local kids or hangers-on want steady work moving small things for us.
convo.schoolstart3-access-npc	I know who to ask. Give me a little room and I'll send a few willing hands your way.
convo.schoolstart3-access-accept	(Use the current support window to recruit 4 local muscle)
convo.schoolstart3-access-pass	Nevermind.. Maybe another time we can do business.

convo.churchstart-access	I want to keep this church looked after. Put my money where it helps the neighborhood most.
convo.churchstart-access-npc	That kind of support matters. Stay with us and we'll remember who kept faith with this place.
convo.churchstart-access-accept	(Contribute $1 in dirty cash to support this church for the week)
convo.churchstart-access-pass	Nevermind.. Maybe another time we can do business.

convo.churchstart4-access	This church carries a lot of people. Let me keep a little clean money moving through here.
convo.churchstart4-access-npc	It helps more than you know. Keep showing up for us and the church will show up for you.
convo.churchstart4-access-accept	(Contribute $1 in clean cash to support this large church for the week)
convo.churchstart4-access-pass	Nevermind.. Maybe another time we can do business.

convo.churchstart2-access	We kept faith with each other. Is there room for a church loan if I need to keep things moving?
convo.churchstart2-access-npc	There is, so long as you treat it like church money and bring it back with interest.
convo.churchstart2-access-accept	(Receive a $2200 church loan)
convo.churchstart2-access-pass	Nevermind.. Maybe another time we can do business.

convo.churchstart3-access	I've got that church money ready with interest.
convo.churchstart3-access-npc	Good. People remember a debt getting paid the right way.
convo.churchstart3-access-accept	(Pay back $2500 to settle your church loan)
convo.churchstart3-access-pass	Nevermind.. Maybe another time we can do business.

convo.drugsstart-access	Say I want to do a small gathering in the back for the locals. If you know anyone looking to do some small work for us be sure to invite them to the function. This time we'll bring something to keep the night going a lot longer.
convo.drugsstart-access-npc	That is indeed a big favor. I'll need to see who we can trust to work with you - and that will be a bit pricey, so if you can get me a bit of cash to throw around to hire someone in the back, I think we can make something work.
convo.drugsstart-access-accept	Agreed. This small gathering will be a good thing for us both. A small investment is the least I can do
convo.drugsstart-access-pass	Nevermind.. Maybe another time we can do business.

convo.dancerstart-access	Someone sent someone hear and asked about some dancers.. I told them to wait in the back
convo.dancerstart-access-npc	Thanks...
convo.dancerstart-access-accept	So I'll lend your boss 8 of my dancers for $225 each.. It'll cost ya almost 2 big ones. (Gain $1800 and 2 Street Credit when you find 8 dancers for another outfit)
convo.dancerstart-access-pass	Nevermind.. Maybe another time we can do business.

convo.musicianstart-access	Someone sent someone hear and asked about some of our music talent.. I told them to wait in the back
convo.musicianstart-access-npc	Thanks...
convo.musicianstart-access-accept	So I'll lend your boss 4 of my singers for $750 each.. It'll cost ya 3 big ones. (Gain $3000 and 3 Street Credit when you find 4 singers for another outfit)
convo.musicianstart-access-pass	Nevermind.. Maybe another time we can do business.

convo.leaderstart-access	Some of our local guys have been getting lazy. Lets throw a fundraiser and get them to work. I'll see if any of em are worthy of some real work and have them wait in the back.
convo.leaderstart-access-npc	Since we have more people in the fold it could be a good way to get a good name around these parts.
convo.leaderstart-access-accept	I don't have a full position for ya but I can put ya to work.. I'll pay you for a few months worth of work but I bet not have to come and find ya. You hear me.! (Pay $5000 dirty cash and get kidnap targets, some muscle and 3 Street Credit)
convo.leaderstart-access-pass	Nevermind.. Maybe another time we can do business.

convo.leaderstart2-access	More people are getting to respect what we do. If you have more cash I could probably get the guys on their feet for something bigger. Lets throw another fundraiser. The people can't wait I'll have some guys wait in the back in the back after I vet them.
convo.leaderstart2-access-npc	Since we have more people in the fold it could be a good way to get a good name around these parts.
convo.leaderstart2-access-accept	I don't have a full position for ya as you may know but I can put ya to work for a good while if you do right by me.. I'll pay you for a few months worth of work but I bet not have to come and find ya. You hear me.! (Pay $10000 dirty cash and get kidnap targets, some muscle and 5 Street Credit)
convo.leaderstart2-access-pass	Nevermind.. Maybe another time we can do business.

convo.dealerstart-access	I got someone here asking about a package of the H our boys have been dealing.. I told them to wait in the back
convo.dealerstart-access-npc	Thanks...
convo.dealerstart-access-accept	So I'll lend your dealer 12 of packs for $1000 each.. It'll cost ya 12 big ones. (Gain $12000 and 5 Street Credit when you find 4 singers for another outfit)
convo.dealerstart-access-pass	Nevermind.. Maybe another time we can do business.

convo.drugsstartlarge-access	Say I want to do a large gathering in the back for the locals. If you know anyone looking to do some small work for us be sure to invite them to the function. This time we'll bring something to keep the night going a lot longer.
convo.drugsstartlarge-access-npc	That's a big favor ya know. I'm going to need more help with this one. This one will be more pricey.
convo.drugsstartlarge-access-accept	Agreed I'll send a guy with the usual. This gathering will be the talk of the town.
convo.drugsstartlarge-access-pass	Nevermind.. Maybe another time we can do business.

convo.liquorstart-access	Say I want to do a small gathering in the back for the locals. If you know anyone looking to do some small work for us be sure to invite them to the function.
convo.liquorstart-access-npc	That is indeed a big favor. I'll need to see who we can trust to work with you - and that will be a bit pricey, so if you can get me a bit of cash to throw around to hire someone in the back, I think we can make something work.
convo.liquorstart-access-accept	Agreed. This small Gatsby it will be a good thing for us both. A small investment is the least I can do
convo.liquorstart-access-pass	Nevermind.. Maybe another time we can do business.

convo.liquorstartlarge-access	We should do something bigger in the back for the locals. Maybe the larger crowd will draw in more customers.
convo.liquorstartlarge-access-npc	That's a big favor ya know. I'm going to need more help with this one. This one will be more pricey.
convo.liquorstartlarge-access-accept	Agreed I'll send a guy with the usual. This Gatsby will be the talk of the town.
convo.liquorstartlarge-access-pass	Nevermind.. Maybe another time we can do business.

	;; pittsburgh

convo.outopost.bottle-return-ask	Say, how about I build a bottle return rack here? You're already running a front and I could use more small bottles for various things.
convo.outpost.bottle-return-ready-player	Got some small bottles ready for me to pick up?
convo.bottle-rack-build-npc	Sure, my friend. You bring over the materials and some cash for construction and I'll take care of it. We'll just tell locals that bottles will be reused and neglect to mention where or for what.
convo.bottle-rack-build-subsequent-npc	Not a problem. Since your outfit already knows how this works, just bring the lumber and you can set it up and then I'll make sure the locals know to bring in used small bottles.
convo.bottle-rack-build-confirm	Brilliant. I'll get the stuff and bring it over.
convo.bottle-rack-build-confirm.mo	Start a mission to bring materials so that you can periodically exchange an action point for some small bottles.
convo.bottle-rack-build-pass	On second thought, maybe not right now.
convo.bottle-rack-ready-npc	They are indeed ready. Should I have someone bring them to your safehouse?
convo.bottle-rack-ready-confirm	Please do.
convo.bottle-rack-ready-confirm.mo	Use one action point to collect small bottles. The rack will then refill and be available again in 6 turns/42 days.
convo.bottle-rack-ready-pass	Not at the moment. Let me double check that we need them and have space.

	;; detroit
convo.canada-access	You're Canadian and I've become aware that since booze is still legal on the other side of the Detroit River, there might be some opportunities to explore. Given our relationship, I was wondering if you could do me a large favor?
convo.canada-access-start-npc	That is indeed a big favor. I'll need to see who we can trust to work with on the other side - and that will be a bit pricey, so if you can get me a bit of cash to throw around to hire someone and get a building to work out of, I think we can make something work.
convo.canada-access-accept	Agreed. Having someone on the ground in Canada will be worth the cost.
convo.canada-access-pass	Thanks, but I don't think our outfit is quite ready to go international yet.

convo.canada-unlock	So, I'm ready to get started in Canada. Let's get that building going and the crew member on the street in Windsor.
convo.canada-unlock-npc	Just to go over this again, my friend. We'll get a building to store items in Canada and a crew member who will be working for us over the border. Shall I make it happen?
convo.canada-unlock-ok	Absolutely.

convo.canada-access-cash	I was wondering if I could ask a favor given your connections across the border in Canada. I need to get some cash over there to pursue some, um, interests.
convo.canada-access-cash-npc	Certainly. I've got family that goes over pretty frequently, so just leave it with me. It will make it safely over.
convo.canada-access-cash-ok	I'll bring the cash over soon.
convo.canada-access-cash-ok.mo	Start a mission to deliver cash to be sent across to Canada.
convo.canada-access-cash-pass	Good to know that you're willing to help. I might take you up on that later, just not right now.

convo.canada-transport	You once mentioned that you can help me get things over the border. I have things I wish to get over the border.
convo.canada-transport-thawed-npc	Correct. We can arrange that. We've got a friend with a raft who can float things over. Expect the goods on your side soon.
convo.canada-transport-frozen-npc	Yes. Now that the river is frozen fairly solidly, we've got a friend who can drive right over the ice. I know, it sounds scary, but she insist that she can get it done.
convo.canada-transport-yes	Fantastic. I'll let my people over the river know it's coming.
convo.canada-transport-yes.mo	Accepting this will send all goods currently in your vehicle to your safehouse over the river in Detroit. Cash remains here in Canada.

convo.canada-transport-repeat	So how about another trip over the river?
convo.canada-transport-repeat-frozen	Sure, except that the last trip cost us a lot. We had to leave the car in Detroit, so if you can replace that with some interest, I think we could make arrangements.
convo.canada-transport-repeat-thawed	We could, but we had to abandon our boat and equipment on the American side of the river. Cover those expenses for us and we can certainly make further arrangements.
convo.canada-transport-repeat-yes	Just tell me how much and I'll get it here.

	;; gambling conversation stuff -- debtors and management and all... that... jaaazzz.

convo.gambling.needs-money	Hey boss, glad you stopped by. We need more cash to run the operations, there were a few big payouts that we had to square away. Can you get us some more cash to work with?
convo.gambling.excess	Boss! It's good to see you. Business is doing very well, in case you're wondering. How can I help you?
convo.gambling.debtors	Good you came around, boss. I've got someone you should talk to - there's this regular who ran up a huge tab, so I had to cut them off. Not sure what you want to do about that?
convo.gambling.basic	Hey boss, what can I do for you?
convo.gambling.heal-ok-button	I'm pretty busted up. I'm going to hang around here for awhile to recover.

convo.gambling.collect.human	How much cash do you have on hand? I want to make some adjustments.
convo.gambling.collect.npc	Sounds good. Keep in mind, if you want me to keep running all our games we need at least {operation} on hand.
convo.gambling.collect.human-epilogue.to-building	I left you another {delta}. That should help with running things.
convo.gambling.collect.human-epilogue.to-vehicle	I took out {delta} in order to fund our operations elsewhere. Do what you can with the rest.
convo.gambling.collect.npc-epilogue	I'm on it.

convo.gambling.ban-gambler.human-start	I hear a couple of players have gotten a little too lucky recently. Think you can do anything about that?
convo.gambling.ban-gambler.npc-start	Just give me a name and I'll make sure their luck runs out.
convo.gambling.ban-gambler.npc-confirm	{name}? I'll make sure they aren't seen around here anymore.
convo.gambling.ban-gambler.human-confirm	Make it happen. \n<indent=15><i>(Kick out {name}.)</i></indent>
convo.gambling.ban-gambler.human-choose	How about {name}? They just made {lastTurn} over us last week, and apparently they're sitting on {total}.
convo.gambling.ban-gambler.human-choose.rake	Sounds like {name} has been scaring other people away from our establishment. Can't have that, can we?


convo.gambling.nothing-button	See you later.
convo.gambling.back-button	I changed my mind.
convo.gambling.debtor.nevermind	Wanted to check in on you, but I've got other business to handle.
convo.gambling.debtor.repayment-not-ripe	Just came to check in on you. I'll be back on {date} to pick up what I asked for.

	;; philadelphia
convo.force-deposit-button	Maybe you've heard that we're running a bank now? Just asking my friends to make a deposit with us. As a sign of respect and trust.
convo.force-deposit-button.mo	Acquire some cash from this business.
convo.ticket-force-loan-start-npc	Why do I feel that this is the kind of deposit that will be more or less permanent?
convo.ticket-force-loan-start-button	You say permanent. I say secure. Let's not argue. Cash is fine.
convo.ticket-force-loan-start-cancel	On second thought, keep your money. But remember our conversation.

	;; philadelphia
convo.force-deposit-button	Maybe you've heard that we're running a bank now? Just asking my friends to make a deposit with us. As a sign of respect and trust.
convo.force-deposit-button.mo	Acquire some cash from this business.
convo.ticket-force-loan-start-npc	Why do I feel that this is the kind of deposit that will be more or less permanent?
convo.ticket-force-loan-start-button	You say permanent. I say secure. Let's not argue. Cash is fine.
convo.ticket-force-loan-start-cancel	On second thought, keep your money. But remember our conversation.

	;; conversations with your own crew.

	;; we possibly want to have different hello strings based on the different roles?
convo.crew.hello	Hey boss, whats the newest?
convo.crew.hello	Good to see you boss. Hear you need something from me?

convo.crew.searching-scheme	Hey boss. Not a whole lot going on out there, but I'm keeping my ear to the ground.\n<indent=15><i>(Continue growing your empire and your operations to discover new scheme opportunities.)</i></indent>

convo.crew.start-scheme.icon	<sprite name="ui schemes">
convo.crew.start-scheme.human	I'm thinking of running a scheme.
convo.crew.start-scheme.select.npc	I can start up on that, yeah. What specifically do you want me to do?

convo.crew.confirm-scheme.npc	Got it. I'll make it happen.
convo.crew.confirm-scheme.human	You do that. Report back if you need anything.

convo.crew.scheme-cost.money	<indent=18><i>Costs: {cash}</i></indent>
convo.crew.scheme-cost.res	<indent=18><i>Consumes: {resAndQty}</i></indent>

convo.crew.back-button	Actually, I think I need something else.
convo.crew.nevermind	Nevermind.

	;; conversations with a politician

convo.politician.hello.pos	Ah, hello! I've heard wonderful things about you and your, ahem, organization. I hope we can maintain a working relationship.
convo.politician.hello.neg	Hm. What business does a person of your sort have with me?
convo.politician.hello.any	Hello, fine citizen. I'm working hard on the betterment of our city, so I'm much too busy to talk at the moment.

convo.crew.nevermind-politician	It's good to keep up on local politics. See you later.

convo.politician.hello-sponsor.pos	To what do I owe the visit? Your presence is always welcome around here.
convo.politician.hello-sponsor.any	Well hello. Always happy to meet with such a sizable donor. Is there anything in particular you'd like to speak about?

convo.politician.hello-opponent.pos	Well, how unexpected. What a shame that we found ourselves on opposite ends of this election business -- we might've been able to do such good work together.
convo.politician.hello-opponent.neg	Hm. What business does a person of your sort have with me?
convo.politician.hello-opponent.any	What business would an associate of my opponent have with me?

convo.politician.campaign-actions	Lets talk campaign plans.
convo.politician.campaign-donation	I would like to make a charitable donation

convo.politician.campaign-actions.npc	Hm? Well, I'm always interested in contributions from your strategic mind.
convo.politician.campaign-actions.npc-confirm	Are you sure? It would cost {price} out of the warchest, which has {warchestValue}.
convo.politician.campaign-actions.npc-confirm.epilogue	I'll get a subordinate on it. Glad to have your staunch support.
convo.politician.campaign-actions.confirm	Absolutely. Make it happen.

convo.politician.campaign-donation.npc	Why, this is a bit of an unorthodox way to make a campaign donation, but who am I to say no?

convo.politician.campaign-donation.thousand	I can put down $1,000.
convo.politician.campaign-donation.1500	Here's $1,500. It's more than usual since I know that the current city laws make it a bit risky to take donations like this.
convo.politician.campaign-donation.two-thousand	I can put down $2,000.
convo.politician.campaign-donation.three-thousand	Here's $3,000. It's more than usual since I know that the current city laws make it a bit risky to take donations like this.
convo.politician.campaign-donation.five-thousand	I can put down $5,000.
convo.politician.campaign-donation.7500	Here's $7,500. It's more than usual since I know that the current city laws make it a bit risky to take donations like this.
convo.politician.campaign-donation.ten-thousand	I can put down $10,000.
convo.politician.campaign-donation.fifteen	Here's $15,000. It's more than usual since I know that the current city laws make it a bit risky to take donations like this.
convo.donation-thank-you-npc	Thank you. That donation will be a welcome contribution to our campaign's warchest.
convo.donation-thank-you-other-biz	Good. Now that we've settled that, let's continue our chat about local politics.

convo.politician.politicalaction-campaign-rally	I've been thinking, this campaign would really benefit from getting your name out there a little bit more. What do you say we hold a big rally, make sure you're on everyone's minds?\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-player-major-speech	You're a great speaker. How about we rent a hall, get some good food and invite the press for a stirring bout of oratory to boost the campaign?\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-dig-up-dirt	Let's hire a few private detectives to dig about for some dirt on rivals. Then we can hold a press conference to denounce their bad behavior.\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-kidnapping	I have a offer for the boss. I know of a lobbyist working for a bank that did a few shady favors for me in the past. They now work for another opponent but if you can hold them up somewhere until the election is over then it could be a big payout for us both. (Use this to start the National Bank Heist)\n<indent=15><i>(Pay $15000 out of the warchest and receive a kidnap target and bank blueprints.)</i></indent>

convo.gangs.robbery.icon	<sprite name="ui weapon fist"><sprite name="res cash" tint>
convo.gangs.robbery1.button	Well, well, I finally found someone working for your outfit. Countin' your spoils already, huh? <i>(Muscle leader clutches for a revolver.)</i></indent>
convo.gangs.robbery2.button	Well, well, I finally found someone working for your outfit. Countin' your spoils already, huh? <i>(Muscle leader clutches for a pistol.)</i></indent>
convo.gangs.robbery3.button	I know it�s short notice, but this one�s a real sweet score. Easy pickin�s. <i>(Muscle leader hides nearby with a revolver.)</i></indent>
convo.gangs.robbery4.button	I know it�s short notice, but this one�s a real sweet score. Easy pickin�s. <i>(Muscle leader hides nearby with a pistol.)</i></indent>
convo.gangs.robbery1-price.npc	I thought we had an understanding.
convo.gangs.robbery1-price.yes-epi	Just remindin� folks who runs this side of town. Take a walk.
convo.gangs.robbery1-price.yes	That dough you're holdin'? That�s my tax. Call it... late payment..\n<indent=15><i>(Person hands you $600 cash out of their pockets.)</i></indent>
convo.gangs.robbery1g-price.yes	That dough you're holdin'? That�s my tax. Call it... late payment..\n<indent=15><i>(Person hands you $1000 cash out of their pockets.)</i></indent>
convo.gangs.robbery2-price.npc	This better not be some nickel-and-dime crap.
convo.gangs.robbery2-price.yes-epi	Nothin� personal. Just business.
convo.gangs.robbery2-price.yes	Got a tip from a guy at the docks. Word is, a crew is movin' a stack of clean bills through this neighborhood�figured we give �em a warm welcome before they even see sunrise. \n<indent=15><i>(Moments later. They are waiting by the alley as instructed. Footsteps approach�but instead of a lone runner, three armed goons from your crew crew step out, guns raised.(Goons take $1000 and found some info on a scheme)</i></indent>
convo.gangs.robbery2g-price.yes	Got a tip from a guy at the docks. Word is, a crew is movin' a stack of clean bills through this neighborhood�figured we give �em a warm welcome before they even see sunrise. \n<indent=15><i>(Moments later. They are waiting by the alley as instructed. Footsteps approach�but instead of a lone runner, three armed goons from your crew crew step out, guns raised.(Goons take $1850, a revolver, and some info on a big truck scheme)</i></indent>
convo.gangs.rob1.npc	I thought we had an understanding
convo.gangs.rob2.npc	This better not be some nickel-and-dime crap.convo.politician.politicalaction-city-hall-stunt	Why don't you hijack the next session of city council and make a speech? There will be cameras and reporters there.\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>																																																																																																																		 
convo.politician.politicalaction-city-hall-stunt	Why don't you hijack the next session of city council and make a speech? There will be cameras and reporters there.\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-city-hall-stunt-large	You know how things work at City Hall. Why don't you get some friends to support some new laws and subsidies to help out the neighborhood? Voters will be appreciative.\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-charity-dinner-ethnic	How about you join me at our next civic club meeting to address our local countrymen?\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-charity-dinner	Got an invite to a charity dinner. So how about you break out the good threads and join me? I'm sure I can arrange for you to speak.\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-parade-float-ethnic	Our local civic club is holding a parade to celebrate our heritage. Join me on my float and we can meet a lot of voters.\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-parade-float	Let's get a float in the neighborhood's summer parade. I'm sure there will be a lot of voters lining the streets.\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-political-buttons	I've got a connection to print some political buttons. They're the bees knees. Very modern and will definitely increase interest in the campaign.\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-print-ads	I'm thinking it's time to run some print ads on behalf of the campaign. I know we only get one shot per campaign, so let's make it count!\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>
convo.politician.politicalaction-radio-ads	I know you only get one radio campaign in each election cycle. So how about you make it for my campaign?\n<indent=15><i>(Pay {price} out of the warchest.)</i></indent>

convo.politician.transportation-contract	We've got a contract to transport goods for the police. Do you think that perhaps some evidence could disappear on the way to a warehouse?
convo.politician-transportation-contract-yes.npc	We did get the City Council to give us that contract. And yes, we've got various things on trucks in transport. Which one would you like to get lost en route and end up at your place?
convo.politician-transportation-contract-no.npc	We do, but we can't pull this routine too often. Someone might get wise to our, um, arrangements.
convo.politician-transportation-contract-homemade-goods	See that these crocks arrive safely.
convo.politician-transportation-contract-level-two	See that these bottles arrive safely.
convo.politician-transportation-contract-barrels.whiskey	See that these whiskey barrels arrive safely.
convo.politician-transportation-contract-barrels.brandy	See that these brandy barrels arrive safely.
convo.politician-transportation-contract-barrels.rum	See that these rum barrels arrive safely.
convo.politician-transportation-contract-barrels.vodka	See that these vodka barrels arrive safely.
convo.politician-transportation-contract.notyet	You're probably right. I'll be back later and we'll talk more.

convo.politician.abandoned-property-seizure	With the city's abandoned property ordinance in effect, how about getting me a building that our organization can use?
convo.politician-abandoned-property.npc	I can arrange that. But we have to be careful, so it might be a couple of years before we can do this again.
convo.politician-abandoned-property-yes	Good. See to it. Our outfit can always use more space.
convo.politician-abandoned-property-no	Interesting. Don't need the space yet, but good to know. I'm sure we'll be back.

convo.politician.police-commission	With our seats on the police commission safely in your control, let's make sure that the cops stay out of our hair in your district.
convo.politician-police-commission-not-paid.npc	Agreed. We'll make sure that the local beat cops and other police officials are suitably compliant. You shouldn't have to worry about paying them off in my district until the next election.
convo.politician-police-commission-paid.npc	That would be a good idea, but you've already got a deal with the local cops. Let's wait until that runs its course. Don't want to be too obvious, after all.
convo.politician-police-commission-not-paid	Thank you. So I really won't have to worry about the police in this district?
convo.politician-police-commission-paid	Fair enough. Once that agreement is done, I'll be back.
convo.politician-cop-paid.npc	That's right. I've used our police commission powers to ensure that you're set in this district.
convo.politician-cop-paid	Now I know why we're such good friends. Thank you.

	;; size and vertical descriptions. NOTE: keys correspond to tag names! be careful changing

convo.select.intro.header	Select the person
convo.select.intro.card	{name}\n<size=75%>{emp}</size>
convo.select.goon.header	Select the person
convo.select.boost.header	Select the person
convo.select.gambling.header	Select the building
convo.select.gambling.card	{name}\n<size=75%>{population}
convo.select.boost.result	Improved relationship with: {name}\nIt never hurts to have friends in this tough city.
convo.select.intro.result	New connection: {name}\nHopefully this introduction will prove useful in the future.

building-takeover.tag-size-small	It's a small building that could fit {building-biz-segment}.
building-takeover.tag-size-medium	It's a medium building with room for {building-biz-segment}.
building-takeover.tag-size-large	It's a large building with plenty of room for {building-biz-segment}.

building-biz-segment.booze	some kind of a booze operation
building-biz-segment.cars	some kind of car operation
building-biz-segment.gambling	some kind of bookie or brothel operation
building-biz-segment.booze.cars	some kind of a booze or car operation
building-biz-segment.cars.gambling	some kind of a gambling, brothel or car operation
building-biz-segment.booze.gambling	some kind of a booze or bookie operation	
building-biz-segment.booze.cars.gambling	any kind of an operation: booze, brothels, bookies, cars, you name it


	;; residential events

resevents.dinner-party.icon	<sprite name="ui peep">
resevents.dinner-party.name	Dinner Parties
